"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,
,,,,,,,
,,,,,,,
solution_group,solution_priority_action_area,solution_name,stakeholder,state,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Manufacturers,Nevada,4342.955526,3107.32229,-1235.633236
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Retailers,Mississippi,775614.6683,5231636.514,4456021.846
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Foodservice,Arizona,163565.8226,247400.6905,83834.86794
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Producers,Colorado,0,2279.97457,2279.97457
Rescue,Strengthen Food Rescue,Donation Education,Solution Providers,Mississippi,1062764.78,0,-1062764.78
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Retailers,Arizona,840760.2501,0,-840760.2501
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,New York,556731.1244,0,-556731.1244
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Foodservice,Missouri,148503.2986,224617.9431,76114.64444
Prevention,Refine Product Management,Enhanced Demand Planning,Retailers,Idaho,1367397.267,25851158.91,24483761.65
Recycling,Recycle Anything Remaining,Community Composting,Solution Providers,Maine,32382.34763,9428.682971,-22953.66466
Rescue,Strengthen Food Rescue,Donation Transportation,Manufacturers,North Carolina,99166.47217,70952.18625,-28214.28592
Prevention,Reshape Consumer Environments,Portion Sizes,Solution Providers,West Virginia,0,171008.3602,171008.3602
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Consumers,North Carolina,0,20923144.09,20923144.09
Recycling,Recycle Anything Remaining,Centralized Composting,Solution Providers,Maryland,8412091.975,9440049.218,1027957.242
Prevention,Enhance Product Distribution,Intelligent Routing,Foodservice,Arizona,607278.0059,2023558.53,1416280.524
Prevention,Optimize The Harvest,Partial Order Acceptance,Foodservice,Washington,3791442.314,3971605.538,180163.2242
Rescue,Strengthen Food Rescue,Donation Transportation,Government,California,4283793.888,0,-4283793.888
Prevention,Refine Product Management,Dynamic Pricing,Solution Providers,Pennsylvania,0,37223247.24,37223247.24
Recycling,Recycle Anything Remaining,Centralized Composting,Producers,Indiana,0,1186.842882,1186.842882
Prevention,Reshape Consumer Environments,Package Design,Manufacturers,Kentucky,7980232.876,0,-7980232.876
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Retailers,Missouri,101652.0743,70543.39316,-31108.68115
Rescue,Strengthen Food Rescue,Donation Transportation,Manufacturers,Illinois,254174.2594,181858.0313,-72316.22818
Prevention,Reshape Consumer Environments,Portion Sizes,Consumers,Washington,0,133666400.5,133666400.5
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Retailers,Iowa,53398.76585,37057.09066,-16341.67519
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Producers,Wisconsin,1508591.34,2803942.695,1295351.355
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Consumers,Florida,0,471093442.4,471093442.4
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,Colorado,16313710.97,163137109.7,146823398.7
Prevention,Refine Product Management,Enhanced Demand Planning,Solution Providers,Michigan,0,8775543.006,8775543.006
Prevention,Refine Product Management,Waste Tracking (foodservice),Foodservice,Maryland,21405226.78,74643940.47,53238713.69
Recycling,Recycle Anything Remaining,Centralized Composting,Consumers,Arizona,0,193467.434,193467.434
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Government,Ohio,82096.34837,995558.4961,913462.1477
Prevention,Optimize The Harvest,Partial Order Acceptance,Manufacturers,Colorado,0,351443.171,351443.171
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Foodservice,Rhode Island,21845.22054,33041.88222,11196.66169
Prevention,Refine Product Management,Dynamic Pricing,Solution Providers,Hawaii,0,2605860.636,2605860.636
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Foodservice,Alaska,330.9758295,25062.95934,24731.98351
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,Missouri,13475418.22,134754182.2,121278764
Prevention,Refine Product Management,Markdown Alert Applications,Retailers,North Carolina,10718536.79,37973205.07,27254668.28
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Manufacturers,Oregon,35273.81524,25237.90807,-10035.90717
Prevention,Optimize The Harvest,Partial Order Acceptance,Manufacturers,Missouri,0,990464.1805,990464.1805
Prevention,Refine Product Management,Minimized On Hand Inventory,Retailers,South Carolina,841213.2806,10474587.53,9633374.25
Prevention,Maximize Product Utilization,Manufacturing Line Optimization,Manufacturers,Louisiana,10630584.34,23390944.96,12760360.62
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Solution Providers,Florida,0,19065467.59,19065467.59
Prevention,Enhance Product Distribution,Intelligent Routing,Retailers,Illinois,29102912.51,96976090.5,67873177.99
Prevention,Optimize The Harvest,Partial Order Acceptance,Manufacturers,Idaho,0,541248.248,541248.248
Prevention,Reshape Consumer Environments,Standardized Date Labels,Foodservice,Wyoming,0,278971.7792,278971.7792
Rescue,Strengthen Food Rescue,Donation Value-added Processing,Producers,North Dakota,0,620.6231546,620.6231546
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Manufacturers,Delaware,3717.94585,18876.09069,15158.14484
Prevention,Refine Product Management,Minimized On Hand Inventory,Retailers,Virginia,1506873.218,18763226.62,17256353.4
Prevention,Reshape Consumer Environments,Portion Sizes,Solution Providers,Pennsylvania,0,1214529.832,1214529.832
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Foodservice,New Jersey,0,4971910.602,4971910.602
Recycling,Recycle Anything Remaining,Community Composting,Government,New Jersey,0,130122.6283,130122.6283
Prevention,Reshape Consumer Environments,Package Design,Manufacturers,California,49905105.35,0,-49905105.35
Prevention,Optimize The Harvest,Buyer Specification Expansion,Producers,North Carolina,190383.6876,57767857.9,57577474.21
Prevention,Reshape Consumer Environments,Small Plates,Solution Providers,Oregon,0,461231.4067,461231.4067
Prevention,Reshape Consumer Environments,Standardized Date Labels,Consumers,North Carolina,0,60212960.28,60212960.28
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Consumers,Nevada,0,4399106.501,4399106.501
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Retailers,New York,3031496.247,59926982.13,56895485.88
Rescue,Strengthen Food Rescue,Donation Transportation,Foodservice,Colorado,510506.9211,772164.764,261657.8429
Prevention,Reshape Consumer Environments,Portion Sizes,Solution Providers,North Carolina,0,1014300.766,1014300.766
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Foodservice,Florida,257659.5565,681962.7594,424303.2029
Recycling,Recycle Anything Remaining,Livestock Feed,Manufacturers,Alaska,1638.609589,1179.56064,-459.0489489
Prevention,Reshape Consumer Environments,Buffet Signage,Foodservice,Maryland,1072.035828,3415995.409,3414923.374
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Manufacturers,Georgia,36484.83903,185234.309,148749.47
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Government,Kansas,175850.6969,0,-175850.6969
Recycling,Recycle Anything Remaining,Centralized Composting,Solution Providers,Oklahoma,4252247.568,4771872.02,519624.4521
Rescue,Strengthen Food Rescue,Donation Value-added Processing,Producers,Hawaii,0,36.52194361,36.52194361
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Retailers,Maine,20136.78627,13974.30638,-6162.479887
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Retailers,Alabama,899680.5762,17784993.75,16885313.17
Prevention,Refine Product Management,Minimized On Hand Inventory,Retailers,Kansas,490989.9353,6113689.802,5622699.866
Prevention,Enhance Product Distribution,Decreased Transit Time,Producers,Indiana,117703.908,619226.7911,501522.8831
Recycling,Recycle Anything Remaining,Home Composting,Consumers,California,43201.02754,0,-43201.02754
Prevention,Maximize Product Utilization,Manufacturing Byproduct Utilization (upcycling),Solution Providers,Maryland,11050445.78,15360119.64,4309673.853
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Producers,Florida,39182183.5,192986858,153804674.5
Prevention,Refine Product Management,Increased Delivery Frequency,Foodservice,South Carolina,92469.88354,393420.2798,300950.3962
Rescue,Strengthen Food Rescue,Donation Education,Government,New York,2838428.099,0,-2838428.099
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Manufacturers,Minnesota,1538845.117,2483750.364,944905.2477
Prevention,Optimize The Harvest,Partial Order Acceptance,Producers,Virginia,0,90593.76358,90593.76358
Prevention,Enhance Product Distribution,Decreased Transit Time,Manufacturers,Maine,54794.50147,288267.602,233473.1005
Rescue,Strengthen Food Rescue,Donation Transportation,Government,Missouri,713013.3658,0,-713013.3658
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,Massachusetts,257066.1351,0,-257066.1351
Prevention,Enhance Product Distribution,First Expired First Out,Foodservice,Wyoming,9334.002939,36503.95052,27169.94758
Prevention,Optimize The Harvest,Partial Order Acceptance,Manufacturers,Arkansas,0,551650.4283,551650.4283
Rescue,Strengthen Food Rescue,Donation Transportation,Retailers,North Dakota,26432.21195,18343.13694,-8089.075005
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Manufacturers,Colorado,15677.79068,79596.47898,63918.6883
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Solution Providers,Alabama,0,2914450.757,2914450.757
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Producers,Indiana,215494.7963,0,-215494.7963
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Retailers,Pennsylvania,1249493.676,0,-1249493.676
Recycling,Recycle Anything Remaining,Co-digestion At Wastewater Treatment Plants,Government,North Carolina,8032661.907,10163931.76,2131269.853
Rescue,Strengthen Food Rescue,Donation Value-added Processing,Solution Providers,California,26169073.89,0,-26169073.89
Prevention,Maximize Product Utilization,Manufacturing Line Optimization,Manufacturers,Virginia,2589855.387,5698573.367,3108717.98
Prevention,Reshape Consumer Environments,Small Plates,Foodservice,California,4438016.428,43359404.77,38921388.34
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Foodservice,Idaho,26723.44048,70730.50756,44007.06708
Prevention,Reshape Consumer Environments,Standardized Date Labels,Consumers,Oregon,0,24369649.38,24369649.38
Prevention,Optimize The Harvest,Gleaning,Producers,California,37814.03035,0,-37814.03035
Rescue,Strengthen Food Rescue,Donation Education,Producers,South Carolina,580245.9314,0,-580245.9314
Rescue,Strengthen Food Rescue,Donation Transportation,Producers,New Jersey,152647.1428,0,-152647.1428
Prevention,Refine Product Management,Dynamic Pricing,Solution Providers,Arkansas,0,7793443.666,7793443.666
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Government,South Dakota,23.07682931,23.07682931,0
Prevention,Optimize The Harvest,Partial Order Acceptance,Manufacturers,South Dakota,0,173118.699,173118.699
Prevention,Optimize The Harvest,Buyer Specification Expansion,Producers,Pennsylvania,36234.55435,10994600.5,10958365.95
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Manufacturers,Louisiana,956643.2813,330522.2646,-626121.0167
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Consumers,Minnesota,0,36388.62729,36388.62729
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Foodservice,Tennessee,321002.4871,485530.7528,164528.2657
Recycling,Recycle Anything Remaining,Community Composting,Consumers,Iowa,16779.12931,0,-16779.12931
Prevention,Reshape Consumer Environments,Package Design,Manufacturers,North Carolina,16497871.82,0,-16497871.82
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Foodservice,Florida,0,96493428.98,96493428.98
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Government,Indiana,1662065.003,0,-1662065.003
Prevention,Reshape Consumer Environments,Buffet Signage,Foodservice,Vermont,239.8052744,764129.0479,763889.2426
Recycling,Recycle Anything Remaining,Centralized Composting,Producers,North Dakota,0,8221.433372,8221.433372
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Retailers,Montana,209306.3783,1411802.711,1202496.332
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Retailers,Oklahoma,425387.8396,8409117.934,7983730.095
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Solution Providers,Arkansas,0,1563863.214,1563863.214
Recycling,Recycle Anything Remaining,Co-digestion At Wastewater Treatment Plants,Government,Michigan,7891565.163,9985398.455,2093833.292
Prevention,Refine Product Management,Enhanced Demand Planning,Retailers,Texas,24491070.03,463012877.3,438521807.3
Prevention,Enhance Product Distribution,First Expired First Out,Retailers,Illinois,21292120.33,83270437.37,61978317.03
Recycling,Recycle Anything Remaining,Centralized Composting,Consumers,West Virginia,0,34693.36317,34693.36317
Prevention,Enhance Product Distribution,First Expired First Out,Foodservice,New York,270315.1775,1057163.998,786848.8205
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,New Mexico,61886.27582,0,-61886.27582
Rescue,Strengthen Food Rescue,Donation Education,Foodservice,Louisiana,357001.4678,539980.8362,182979.3684
Prevention,Reshape Consumer Environments,Package Design,Consumers,Wyoming,0,5822645.336,5822645.336
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Retailers,Indiana,91891.95082,63770.16956,-28121.78126
Prevention,Enhance Product Distribution,Decreased Transit Time,Foodservice,Massachusetts,443995.0716,2335807.265,1891812.193
Prevention,Refine Product Management,Minimized On Hand Inventory,Retailers,New Hampshire,327089.6566,4072842.545,3745752.888
Prevention,Refine Product Management,Waste Tracking (foodservice),Solution Providers,Nebraska,0,6409340.168,6409340.168
Prevention,Enhance Product Distribution,Intelligent Routing,Solution Providers,North Carolina,0,25671143.98,25671143.98
Prevention,Reshape Consumer Environments,Standardized Date Labels,Consumers,Arkansas,0,19404638.25,19404638.25
Prevention,Refine Product Management,Enhanced Demand Planning,Solution Providers,Maine,0,1357452.697,1357452.697
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Foodservice,Nebraska,88090.87709,133241.4283,45150.55121
Recycling,Recycle Anything Remaining,Home Composting,Government,Utah,21206.21496,62063.52244,40857.30748
Rescue,Strengthen Food Rescue,Donation Education,Retailers,Illinois,227232.5173,157692.3335,-69540.18377
Recycling,Recycle Anything Remaining,Home Composting,Consumers,Wisconsin,6312.761916,0,-6312.761916
