"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
solution_group,solution_priority_action_area,solution_name,state,annual_tons_diversion_potential,annual_mtco2e_reduction_potential,annual_gallons_water_savings_potential,annual_meal_equivalents_diverted,jobs_created,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit,relevent_for_consumers,relevent_for_foodservice,relevent_for_government,relevent_for_manufacturers,relevent_for_producers,relevent_for_retailers,relevent_for_solution_providers
Prevention,Optimize The Harvest,Partial Order Acceptance,Utah,200.4652485,641.2511257,54039693.32,334108.7475,0,373523.7377,782545.9666,409022.229,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Vermont,82.74941959,232.5233963,20006135.96,137915.6993,0,154185.6892,323024.689,168838.9998,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Virginia,382.3899469,1275.72968,126571382.3,637316.5782,0,712501.1607,1492716.134,780214.973,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Washington,4069.633862,1671.412725,187844675.5,6782723.103,0,7582884.628,15886422.15,8303537.526,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,West Virginia,2.715043259,14.65873361,1512632.162,4525.072098,0,5058.897309,10598.5759,5539.678593,No,Yes,No,Yes,No,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Wisconsin,1858.644573,3696.74035,314695361.6,3097740.954,0,3463183.135,7255496.026,3792312.891,No,Yes,No,Yes,Yes,Yes,No
Prevention,Optimize The Harvest,Partial Order Acceptance,Wyoming,2.4175112,14.25846949,1558776.317,4029.185333,0,4504.510512,9437.115176,4932.604663,No,Yes,No,Yes,No,Yes,No
Prevention,Refine Product Management,Assisted Distressed Sales,Alabama,6901.247948,22223.29557,1444074531,11502079.91,10.46574251,53277.78134,3199203.918,3145926.137,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Alaska,1004.255308,2968.484757,171748744.2,1673758.847,1.522953175,8031.794529,482290.1382,474258.3437,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Arizona,10046.5562,24854.12708,1346206416,16744260.33,15.23560247,54188.38204,3253883.322,3199694.94,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Arkansas,5455.208762,19681.76373,1445663061,9092014.603,8.272824087,54518.33337,3273696.114,3219177.78,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,California,73740.20126,177127.5098,8766396986,122900335.4,111.8270152,769667.9921,46216730.39,45447062.4,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Colorado,8637.912581,23280.9749,1340093607,14396520.97,13.09939443,53615.85892,3219504.672,3165888.813,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Connecticut,4184.011196,10539.68425,530231603,6973351.994,6.345052979,20222.51734,1214314.017,1194091.5,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Delaware,1477.891214,5295.164026,393003579.6,2463152.024,2.241222026,11350.0035,681540.6863,670190.6828,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Florida,29070.02754,70183.42071,3410455773,48450045.89,44.08469676,161553.5992,9700908.98,9539355.381,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Georgia,16777.87724,47093.4194,2831653165,27963128.74,25.44365084,146920.2718,8822212.514,8675292.242,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Hawaii,1407.664615,3422.126474,163565234.8,2346107.691,2.134723388,11772.08585,706885.7264,695113.6405,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Idaho,4872.772796,13293.58409,786669717.5,8121287.993,7.389559945,62340.37235,3743390.931,3681050.558,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Illinois,35359.66,86027.64856,4586921887,58932766.67,53.62292439,442317.2135,26560095.54,26117778.33,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Indiana,14713.7413,40816.63882,2240194577,24522902.17,22.31338868,151624.037,9104662.414,8953038.377,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Iowa,18839.17074,51811.99421,3522409873,31398617.89,28.56960242,279435.8205,16779455.7,16500019.88,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Kansas,6776.052618,22038.58002,1632803178,11293421.03,10.27588379,76545.49773,4596374.888,4519829.391,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Kentucky,6826.926823,18558.60145,1117563372,11378211.37,10.35303453,50406.12757,3026767.947,2976361.819,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Louisiana,9180.710985,21131.00117,1102081846,15301184.97,13.92254821,92571.45852,5558695.677,5466124.218,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Maine,2231.711008,5888.368206,298131629.5,3719518.346,3.384389743,17163.36785,1030619.374,1013456.006,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Maryland,7542.419705,19095.05131,916329570.1,12570699.51,11.43807948,48016.60355,2883282.718,2835266.115,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Massachusetts,10332.63241,26329.78074,1366980433,17221054.01,15.66943704,70347.78056,4224216.729,4153868.948,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Michigan,18945.98263,46040.60871,2425911415,31576637.72,28.73158266,190502.043,11439194.11,11248692.07,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Minnesota,17662.77182,45150.6708,2637989578,29437953.03,26.78559346,226292.0886,13588301.13,13362009.04,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Mississippi,4030.518426,13813.916,967016570.9,6717530.711,6.112281194,29343.79668,1762025.125,1732681.328,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Missouri,13229.48906,34102.44285,2040403351,22049148.43,20.06252016,150642.9361,9045749.639,8895106.703,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Montana,935.1678425,2405.802527,141977611.6,1558613.071,1.418182033,6080.404517,365113.8142,359033.4096,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Nebraska,6000.971666,24639.70533,2051902978,10001619.44,9.100473531,78376.84095,4706342.689,4627965.848,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Nevada,3583.545304,8905.00546,440635338.1,5972575.506,5.434446453,14822.88497,890078.9499,875256.0649,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,New Hampshire,1617.058155,4058.118403,210108162.5,2695096.925,2.452268692,962.3655888,57787.76227,56825.39668,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,New Jersey,13769.09169,34078.6974,1657476139,22948486.15,20.88082755,119075.4078,7150194.725,7031119.317,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,New Mexico,1931.727152,4961.555596,272578205.7,3219545.254,2.929464227,7247.200712,435177.1476,427929.9469,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,New York,23408.94713,59240.74662,3126266267,39014911.88,35.49966832,208031.2878,12491783.52,12283752.23,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,North Carolina,18259.38661,52164.31763,3158476046,30432311.02,27.6903598,167154.8243,10037249.21,9870094.389,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,North Dakota,1691.822234,3775.998876,199255859.2,2819703.723,2.565648418,17731.8128,1064753.14,1047021.328,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Ohio,25187.3158,61239.11772,3241284522,41978859.67,38.19656442,278215.0452,16706151.05,16427936,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Oklahoma,3451.055694,10937.1873,709544679.2,5751759.49,5.23352596,21213.95014,1273847.197,1252633.247,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Oregon,10518.04858,26800.90461,1243887558,17530080.97,15.95062068,122664.1111,7365687.815,7243023.704,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Pennsylvania,24113.71808,64702.96776,3557822252,40189530.14,36.56845348,251961.2035,15129670.37,14877709.16,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Rhode Island,965.6629147,2602.540269,128154460.6,1609438.191,1.46442781,4810.831867,288878.9993,284068.1674,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,South Carolina,6689.337198,19227.16633,1080087536,11148895.33,10.14437986,43108.20793,2588545.248,2545437.04,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,South Dakota,1630.178351,6152.656172,504920074,2716963.918,2.472165469,16135.51397,968899.1963,952763.6823,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Tennessee,13430.28655,33596.63526,1864904715,22383810.92,20.36702956,134077.0481,8051007.507,7916930.459,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Texas,49386.71208,127903.974,7092670959,82311186.81,74.89494887,449590.3419,26996829.58,26547239.24,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Utah,5019.309462,13400.51864,799629058.3,8365515.769,7.611782799,49971.15111,3000648.646,2950677.494,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Vermont,1212.104426,3165.753455,217193865.2,2020174.043,1.838156361,13367.44986,802683.537,789316.0872,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Virginia,11882.45344,31662.52504,1857773046,19804089.07,18.01974065,81897.42571,4917745.421,4835847.995,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Washington,13331.11298,34430.54288,1747882888,22218521.63,20.21663283,131564.7241,7900148.432,7768583.708,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,West Virginia,1273.509959,3386.325159,176361829.3,2122516.599,1.931277853,594.7000985,35710.32497,35115.62487,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Wisconsin,21421.27941,54701.17504,3390469148,35702132.35,32.48537023,296782.1746,17821062.96,17524280.79,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Assisted Distressed Sales,Wyoming,529.7631657,1391.670326,82392927.48,882938.6095,0.803385841,507.3805915,30466.99648,29959.61589,No,No,No,Yes,No,No,Yes
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Oklahoma,1289.642338,3547.464393,267316944,2149403.896,0,674608.4635,4550334.611,3875726.147,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,North Carolina,6101.564214,14604.46796,1106534225,10169273.69,0,3191711.948,21528572.7,18336860.75,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Colorado,4369.081656,9884.694833,729345298.4,7281802.761,0,2285454.949,15415734.19,13130279.24,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Mississippi,1548.576867,4096.00395,329548337.4,2580961.445,0,810056.4242,5463951.289,4653894.865,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Florida,14011.83487,33006.60228,2473748545,23353058.11,0,7329553.406,49438929.92,42109376.51,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Delaware,558.4553926,1401.586746,109341635.5,930758.9876,0,292126.5247,1970436.94,1678310.415,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Vermont,301.3459185,708.1651292,52917737.55,502243.1975,0,157633.2453,1063259.729,905626.4837,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Louisiana,2583.522461,6447.162576,501135849.6,4305870.768,0,1351433.701,9115621.693,7764187.992,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Nevada,2159.342272,4851.330967,350005295.7,3598903.786,0,1129546.177,7618957.278,6489411.101,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,New York,8638.141495,19064.65327,1378765676,14396902.49,0,4518588.751,30478554.45,25959965.7,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,West Virginia,761.8696434,1981.307604,147367399.8,1269782.739,0,398531.9762,2688157.566,2289625.589,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,New Jersey,4967.783051,10885.91469,782365119.1,8279638.419,0,2598634.05,17528173.89,14929539.84,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,South Carolina,2934.402308,7225.655325,554024069.7,4890670.513,0,1534978.012,10353655.42,8818677.41,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,New Mexico,1009.957613,2373.377462,170494336.9,1683262.688,0,528306.1305,3563503.574,3035197.444,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Hawaii,533.3956532,1205.805587,87827387.66,888992.7553,0,279017.842,1882016.921,1602999.079,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Arkansas,1286.301901,3456.006535,261422007.4,2143836.502,0,672861.0901,4538548.317,3865687.227,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Missouri,3335.438728,8435.390996,661408601.6,5559064.546,0,1744759.092,11768660.07,10023900.98,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Connecticut,2318.901188,5159.400347,389664379.5,3864835.313,0,1213011.02,8181940.081,6968929.062,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,South Dakota,507.149074,1308.961225,103662743.9,845248.4567,0,265288.3265,1789409.293,1524120.967,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Indiana,4188.568699,10040.81877,753395070.8,6980947.831,0,2191029.102,14778817.79,12587788.68,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Iowa,1598.499236,3998.398298,297506857.6,2664165.393,0,836170.682,5640095.85,4803925.168,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Massachusetts,4822.768033,10318.57924,746875553.2,8037946.722,0,2522777.081,17016507.34,14493730.25,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Rhode Island,477.1194477,1087.029412,78186447.9,795199.0796,0,249579.9092,1683453.678,1433873.769,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Ohio,6557.585103,15509.06288,1144556675,10929308.51,0,3430255.258,23137582.87,19707327.61,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Michigan,5922.517642,13808.19914,1033802292,9870862.736,0,3098053.165,20896830.24,17798777.08,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Minnesota,3294.084042,7547.487535,557715208.9,5490140.069,0,1723126.567,11622745.46,9899618.892,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Pennsylvania,6702.311073,15536.97008,1148886947,11170518.45,0,3505961.026,23648229.55,20142268.53,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Washington,4432.895672,9478.234093,674810571,7388159.453,0,2318835.89,15640893.61,13322057.72,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Kentucky,2732.376203,6878.518153,530837135.3,4553960.338,0,1429298.696,9640832.687,8211533.991,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Wisconsin,3073.756079,7277.065968,549159172.9,5122926.799,0,1607873.598,10845347.01,9237473.413,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Montana,420.958469,1017.023035,75236435.01,701597.4484,0,220202.2511,1485296.997,1265094.746,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Arizona,5355.373495,11892.41336,865269669.8,8925622.492,0,2801381.576,18895736.17,16094354.59,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Illinois,7326.458754,16509.68601,1206545514,12210764.59,0,3832451.012,25850453.16,22018002.15,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Virginia,5258.949133,12263.30253,919225232.6,8764915.222,0,2750942.25,18555515.4,15804573.15,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Maryland,3402.244147,7895.732364,588895344.4,5670406.912,0,1779704.829,12004374.27,10224669.44,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Georgia,5710.069233,13825.76351,1036471593,9516782.056,0,2986921.969,20147233.77,17160311.8,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Wyoming,385.755275,936.4795041,72157336.17,642925.4583,0,201787.5544,1361087.123,1159299.569,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Utah,1470.28224,3573.749118,260803946.2,2450470.4,0,769100.714,5187698.922,4418598.207,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,New Hampshire,1105.646056,2560.768754,189369565.7,1842743.426,0,578360.4995,3901127.752,3322767.253,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,North Dakota,513.9746996,1304.53038,104654096.6,856624.4994,0,268858.793,1813492.622,1544633.829,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,California,24201.99964,48564.02662,3374109892,40336666.07,0,12660001.39,85393595.87,72733594.48,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Nebraska,932.0238435,2344.851119,174203909.8,1553373.073,0,487539.184,3288524.445,2800985.261,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Maine,907.803681,2038.07965,151050515.7,1513006.135,0,474869.6816,3203066.764,2728197.082,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Tennessee,3976.03964,9991.641697,774447200.3,6626732.733,0,2079855.719,14028936.75,11949081.03,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Kansas,1706.722522,4134.130702,313356455.6,2844537.536,0,892781.9939,6021947.584,5129165.59,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Texas,16985.65855,40556.1252,3062823480,28309430.92,0,8885152.634,59931678.51,51046525.88,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Oregon,2673.631485,5820.45519,421824478.7,4456052.475,0,1398569.491,9433559.62,8034990.129,No,Yes,No,No,No,Yes,No
Prevention,Refine Product Management,Decreased Minimum Order Quantity,Idaho,875.0823638,2025.591822,145101954.9,1458470.606,0,457753.2479,3087613.868,2629860.62,No,Yes,No,No,No,Yes,No
